SessionID,UserID,GameID,StartTime,EndTime,Score
152,44,1,2024-06-05 00:10:07,2024-06-05 00:40:07,743
153,45,5,2025-03-08 19:35:13,2025-03-08 20:09:13,820
154,45,12,2024-05-11 12:08:44,2024-05-11 12:57:44,3295
155,46,12,2024-06-30 17:46:57,2024-06-30 18:13:57,1365
156,46,16,2024-05-14 00:37:04,2024-05-14 00:49:04,7360
157,46,3,2024-07-18 05:51:37,2024-07-18 06:41:37,1485
158,47,4,2024-05-11 15:15:03,2024-05-11 15:55:03,2763
159,47,20,2024-06-30 07:23:03,2024-06-30 07:44:03,377
160,47,3,2025-01-07 23:55:30,2025-01-08 00:24:30,503
161,47,22,2024-09-28 15:12:07,2024-09-28 15:47:07,560
162,48,21,2025-03-24 15:34:21,2025-03-24 16:28:21,6849
163,48,1,2024-11-02 16:44:21,2024-11-02 17:35:21,1816
164,48,9,2024-08-18 03:47:27,2024-08-18 04:00:27,1837
165,48,2,2024-07-19 23:05:56,2024-07-19 23:40:56,1203
166,48,13,2024-08-27 03:48:06,2024-08-27 04:09:06,1244
167,49,20,2024-11-05 10:08:52,2024-11-05 10:37:52,7540
168,49,17,2024-07-14 05:52:58,2024-07-14 06:47:58,1684
169,49,17,2024-09-15 11:55:28,2024-09-15 12:04:28,1612
170,49,15,2024-07-28 19:43:18,2024-07-28 20:27:18,975
171,50,11,2025-01-26 17:37:31,2025-01-26 18:27:31,1304
172,50,14,2024-08-13 16:23:43,2024-08-13 17:07:43,8482
173,50,4,2024-11-26 11:25:50,2024-11-26 11:35:50,934
174,51,14,2025-02-01 02:38:51,2025-02-01 02:56:51,5626
175,51,22,2025-04-22 05:46:00,2025-04-22 06:14:00,774
176,52,10,2024-05-15 06:44:56,2024-05-15 07:11:56,3147
177,52,6,2024-10-14 18:48:25,2024-10-14 19:06:25,418
178,52,17,2024-11-21 18:46:22,2024-11-21 19:08:22,386
179,52,22,2024-11-17 08:21:05,2024-11-17 09:15:05,720
180,52,4,2024-09-19 06:16:35,2024-09-19 06:29:35,553
181,53,14,2024-11-23 17:23:51,2024-11-23 18:22:51,9526
182,53,19,2024-08-28 03:05:13,2024-08-28 03:57:13,2538
183,53,5,2024-07-25 09:31:56,2024-07-25 10:07:56,2219
184,53,19,2024-07-29 07:59:07,2024-07-29 08:33:07,2007
185,54,11,2024-11-12 04:15:36,2024-11-12 05:15:36,1140
186,54,6,2025-02-16 05:43:51,2025-02-16 06:06:51,4697
187,54,20,2025-03-17 00:11:15,2025-03-17 01:02:15,934
188,55,5,2024-12-17 20:43:56,2024-12-17 20:51:56,546
189,55,14,2024-08-13 04:28:26,2024-08-13 04:58:26,441
190,55,9,2025-01-12 04:52:11,2025-01-12 05:11:11,1975
191,55,13,2024-06-28 23:14:53,2024-06-28 23:29:53,284
192,55,5,2024-10-13 22:06:28,2024-10-13 22:44:28,459
193,56,15,2025-03-21 05:22:02,2025-03-21 06:12:02,1380
194,56,19,2025-04-06 08:59:46,2025-04-06 09:28:46,1189
195,56,16,2025-01-29 15:20:37,2025-01-29 15:44:37,709
196,56,1,2024-12-26 04:17:11,2024-12-26 04:41:11,1238
197,56,8,2024-06-12 08:38:32,2024-06-12 08:51:32,5040
198,57,2,2024-05-09 18:11:55,2024-05-09 18:34:55,687
199,57,11,2025-03-26 17:41:02,2025-03-26 18:30:02,589
200,57,5,2024-06-22 04:44:39,2024-06-22 05:14:39,3320
201,57,2,2025-03-16 20:58:29,2025-03-16 21:56:29,622
202,57,17,2025-02-23 21:56:52,2025-02-23 22:13:52,907
203,58,14,2024-07-11 03:57:06,2024-07-11 04:45:06,1963
204,58,22,2024-06-13 04:39:13,2024-06-13 05:08:13,315
205,58,20,2024-06-17 10:27:02,2024-06-17 11:01:02,455
206,59,5,2024-07-07 22:25:14,2024-07-07 23:25:14,564
207,59,8,2025-02-22 04:55:20,2025-02-22 05:41:20,301
208,59,18,2024-11-02 18:10:19,2024-11-02 19:08:19,2331
209,60,11,2024-09-30 09:40:30,2024-09-30 09:49:30,9956
210,60,14,2024-12-06 11:00:26,2024-12-06 11:31:26,1043
211,61,22,2024-05-21 18:44:01,2024-05-21 19:41:01,455
212,61,4,2025-01-22 15:24:31,2025-01-22 16:14:31,1082
213,61,10,2024-09-02 08:51:40,2024-09-02 09:17:40,1150
214,61,2,2025-04-14 07:47:31,2025-04-14 07:56:31,3893
215,62,2,2025-04-23 00:23:04,2025-04-23 01:06:04,9450
216,62,17,2024-11-18 02:04:06,2024-11-18 02:18:06,2046
217,62,18,2025-02-08 06:18:55,2025-02-08 07:18:55,2624
218,62,17,2024-09-13 05:10:41,2024-09-13 06:09:41,2551
219,63,12,2024-05-31 02:38:20,2024-05-31 03:02:20,1967
220,63,4,2024-11-07 00:51:46,2024-11-07 01:06:46,1991
221,63,21,2024-12-31 16:26:40,2024-12-31 17:26:40,8285
222,63,20,2025-04-09 04:42:15,2025-04-09 04:59:15,1251
223,63,11,2024-09-07 02:24:59,2024-09-07 03:12:59,1976
224,64,1,2024-08-29 10:49:35,2024-08-29 10:55:35,1621
225,64,13,2024-06-09 18:46:53,2024-06-09 19:27:53,8035
226,65,9,2024-08-04 02:53:13,2024-08-04 03:52:13,352
227,65,17,2024-07-17 13:13:10,2024-07-17 13:38:10,2125
228,66,3,2024-08-05 16:27:33,2024-08-05 16:46:33,974
229,66,7,2024-07-08 06:36:58,2024-07-08 07:18:58,7441
230,66,2,2024-05-12 22:36:31,2024-05-12 23:20:31,1808
231,66,1,2024-08-02 04:13:32,2024-08-02 04:39:32,2172
232,66,12,2024-12-02 06:43:05,2024-12-02 07:27:05,994
233,67,22,2024-06-19 22:37:31,2024-06-19 23:10:31,624
234,67,17,2024-06-26 02:43:25,2024-06-26 02:51:25,3813
235,67,5,2024-05-01 13:35:24,2024-05-01 14:18:24,695
236,68,7,2024-09-23 00:45:26,2024-09-23 01:44:26,4606
237,68,21,2025-04-08 09:22:55,2025-04-08 10:21:55,1345
238,69,15,2024-12-08 02:20:14,2024-12-08 02:59:14,286
239,69,19,2024-05-14 01:18:23,2024-05-14 02:16:23,466
240,69,6,2024-12-15 18:17:11,2024-12-15 18:42:11,2247
241,69,18,2025-02-12 14:35:15,2025-02-12 15:17:15,372
242,69,19,2024-07-15 06:02:46,2024-07-15 06:41:46,349
243,70,3,2025-02-24 04:40:55,2025-02-24 05:29:55,888
244,70,12,2024-09-27 11:56:14,2024-09-27 12:44:14,3352
245,70,11,2024-09-13 07:34:05,2024-09-13 07:58:05,447
246,71,4,2025-03-10 03:21:33,2025-03-10 03:57:33,5514
247,71,21,2024-11-30 23:02:30,2024-11-30 23:08:30,797
248,71,18,2024-08-31 06:04:31,2024-08-31 06:38:31,1549
249,71,7,2024-05-04 17:48:54,2024-05-04 18:13:54,755
250,72,16,2024-10-08 13:59:31,2024-10-08 14:48:31,399
251,72,11,2025-02-02 01:17:38,2025-02-02 01:42:38,377
252,72,13,2024-04-29 10:54:43,2024-04-29 11:07:43,1441
253,72,8,2024-06-01 17:25:54,2024-06-01 18:18:54,207
254,73,21,2024-05-20 02:19:00,2024-05-20 02:57:00,1934
255,73,12,2024-08-11 08:58:09,2024-08-11 09:58:09,7529
256,73,21,2024-09-25 12:44:35,2024-09-25 13:29:35,1007
257,73,20,2024-12-12 01:24:38,2024-12-12 01:38:38,1558
258,74,18,2025-04-24 17:14:25,2025-04-24 18:00:25,6795
259,74,13,2025-02-20 16:51:02,2025-02-20 17:40:02,1650
260,74,2,2024-08-04 19:54:43,2024-08-04 20:09:43,1461
261,75,10,2024-11-11 10:03:17,2024-11-11 10:19:17,3663
262,75,1,2024-08-21 01:50:34,2024-08-21 02:08:34,920
263,75,6,2024-06-01 08:19:46,2024-06-01 08:56:46,982
264,75,22,2024-10-06 02:06:18,2024-10-06 02:33:18,1035
265,76,14,2025-04-07 01:23:46,2025-04-07 02:03:46,1236
266,76,1,2024-11-13 20:45:44,2024-11-13 21:43:44,1130
267,76,14,2024-12-02 23:12:14,2024-12-02 23:53:14,5041
268,76,16,2024-12-19 08:10:59,2024-12-19 08:26:59,880
269,77,9,2025-03-07 13:33:49,2025-03-07 14:22:49,309
270,77,8,2024-11-19 02:56:00,2024-11-19 03:45:00,212
271,77,22,2024-12-17 20:07:39,2024-12-17 20:20:39,1938
272,78,22,2025-01-23 19:52:58,2025-01-23 20:24:58,2290
273,78,22,2024-09-14 21:12:01,2024-09-14 22:12:01,538
274,79,19,2024-11-18 06:47:45,2024-11-18 07:03:45,2854
275,79,21,2024-08-20 11:24:06,2024-08-20 12:23:06,303
276,79,6,2024-07-03 07:08:43,2024-07-03 08:08:43,542
277,79,16,2025-02-09 11:16:06,2025-02-09 11:39:06,286
278,79,6,2024-09-25 12:14:29,2024-09-25 12:37:29,548
279,80,20,2025-03-07 11:12:15,2025-03-07 11:42:15,1600
280,80,10,2024-06-04 22:42:58,2024-06-04 23:05:58,7814
281,80,15,2024-05-05 02:40:12,2024-05-05 03:14:12,1093
282,80,16,2024-10-26 22:01:47,2024-10-26 22:15:47,1655
283,80,5,2024-12-03 11:11:49,2024-12-03 11:30:49,2203
284,81,19,2024-10-07 09:50:15,2024-10-07 10:18:15,9883
285,81,16,2024-05-27 11:36:02,2024-05-27 11:48:02,1159
286,82,21,2024-06-09 16:04:32,2024-06-09 16:33:32,2253
287,82,21,2025-02-13 04:18:53,2025-02-13 04:47:53,9394
288,82,9,2024-08-01 01:21:14,2024-08-01 02:04:14,1925
289,83,14,2024-05-29 20:42:02,2024-05-29 21:26:02,2298
290,83,13,2025-01-20 12:02:56,2025-01-20 12:08:56,1012
291,83,3,2024-11-26 22:01:16,2024-11-26 22:45:16,9935
292,83,12,2025-03-11 21:15:28,2025-03-11 21:32:28,2167
293,83,18,2024-10-19 14:17:55,2024-10-19 14:34:55,2781
294,84,13,2025-03-09 01:37:34,2025-03-09 02:25:34,1216
295,84,15,2024-05-12 14:56:31,2024-05-12 15:33:31,6092
296,85,11,2024-08-13 12:17:31,2024-08-13 12:58:31,234
297,85,7,2024-11-22 21:29:21,2024-11-22 22:02:21,255
298,85,12,2024-12-30 15:02:27,2024-12-30 15:12:27,1095
299,85,9,2025-02-21 11:47:34,2025-02-21 12:00:34,250
300,85,21,2024-08-16 21:26:22,2024-08-16 22:14:22,207
301,86,11,2024-05-21 21:05:42,2024-05-21 21:47:42,2428
302,86,9,2025-04-25 15:25:19,2025-04-25 16:18:19,681
303,87,13,2025-01-18 22:23:56,2025-01-18 22:39:56,2710
304,87,3,2024-06-18 20:48:10,2024-06-18 21:24:10,2068
305,87,7,2024-11-02 17:17:19,2024-11-02 18:16:19,2289
306,87,15,2024-10-30 02:43:07,2024-10-30 03:00:07,2315
307,87,21,2024-08-10 14:50:13,2024-08-10 15:04:13,9912
308,88,5,2024-12-24 19:53:08,2024-12-24 20:52:08,228
309,88,2,2025-03-03 02:06:14,2025-03-03 03:04:14,201
310,88,11,2025-03-24 14:30:19,2025-03-24 15:14:19,1183
311,88,16,2024-12-03 20:46:55,2024-12-03 21:11:55,149
312,89,13,2024-06-29 03:34:02,2024-06-29 03:49:02,1076
313,89,9,2024-05-18 18:52:39,2024-05-18 19:12:39,1118
314,89,13,2025-04-08 07:45:12,2025-04-08 08:12:12,8050
315,89,21,2024-08-02 15:32:45,2024-08-02 16:13:45,1596
316,89,2,2024-12-10 12:29:28,2024-12-10 12:37:28,2094
317,90,11,2025-02-07 18:37:30,2025-02-07 18:57:30,1430
318,90,15,2024-11-10 18:34:54,2024-11-10 19:26:54,6746
319,91,1,2024-06-01 13:31:09,2024-06-01 14:01:09,758
320,91,2,2024-07-19 15:43:22,2024-07-19 16:34:22,1144
321,91,1,2024-09-18 02:30:50,2024-09-18 03:24:50,4389
322,91,21,2024-12-26 02:54:07,2024-12-26 03:01:07,697
323,91,19,2024-05-09 02:14:57,2024-05-09 03:01:57,723
324,92,3,2024-12-29 23:37:56,2024-12-29 23:56:56,460
325,92,4,2024-12-21 12:14:26,2024-12-21 13:01:26,237
326,92,8,2025-03-25 07:32:11,2025-03-25 07:42:11,436
327,92,21,2024-09-27 15:26:47,2024-09-27 16:09:47,2155
328,93,2,2025-01-29 15:01:14,2025-01-29 15:33:14,4431
329,93,5,2024-07-27 23:56:06,2024-07-28 00:02:06,1311
330,94,16,2025-02-03 19:46:42,2025-02-03 20:00:42,1477
331,94,10,2024-12-08 00:21:18,2024-12-08 00:58:18,6822
332,95,2,2025-04-14 10:59:07,2025-04-14 11:36:07,496
333,95,17,2024-10-13 07:21:04,2024-10-13 08:17:04,1725
334,95,15,2024-05-24 10:59:12,2024-05-24 11:47:12,478
335,96,16,2024-08-17 16:32:38,2024-08-17 16:39:38,1619
336,96,19,2024-08-20 11:53:33,2024-08-20 12:50:33,5997
337,96,6,2024-10-16 16:21:58,2024-10-16 17:13:58,897
338,97,10,2024-09-23 10:51:27,2024-09-23 11:06:27,9426
339,97,5,2024-06-02 11:12:16,2024-06-02 11:32:16,2671
340,98,11,2024-12-28 00:43:57,2024-12-28 01:02:57,1658
341,98,14,2024-10-31 15:57:57,2024-10-31 16:46:57,391
342,99,4,2024-10-25 19:30:44,2024-10-25 20:01:44,1598
343,99,6,2024-10-05 19:01:25,2024-10-05 19:54:25,2011
344,99,13,2025-01-05 08:55:23,2025-01-05 09:25:23,1390
345,99,21,2025-04-09 18:07:46,2025-04-09 19:03:46,6715
346,99,21,2024-12-14 11:25:34,2024-12-14 12:24:34,850
347,100,7,2024-06-07 04:32:39,2024-06-07 05:02:39,637
348,100,21,2024-07-16 10:08:04,2024-07-16 10:33:04,770
349,100,10,2024-08-11 18:32:35,2024-08-11 19:09:35,3577
350,100,2,2024-05-22 06:51:31,2024-05-22 07:38:31,596
351,100,1,2024-05-27 11:16:43,2024-05-27 12:16:43,1005
352,101,11,2025-01-31 20:02:31,2025-01-31 20:15:31,1461
353,101,18,2024-11-29 13:41:32,2024-11-29 14:24:32,1248
354,101,22,2024-11-03 18:56:42,2024-11-03 19:13:42,2675
355,101,22,2024-05-04 19:32:56,2024-05-04 19:52:56,1984
356,101,1,2024-08-26 22:36:23,2024-08-26 23:36:23,9617
357,102,9,2025-01-29 02:37:32,2025-01-29 03:21:32,2004
358,102,15,2025-01-23 14:59:07,2025-01-23 15:54:07,7184
359,103,4,2024-05-21 19:36:36,2024-05-21 19:51:36,1836
360,103,15,2024-05-18 15:56:56,2024-05-18 16:03:56,1057
361,103,6,2025-03-17 12:25:32,2025-03-17 13:17:32,2011
362,103,18,2024-09-26 21:36:24,2024-09-26 22:12:24,7966
363,104,10,2025-02-22 06:50:34,2025-02-22 07:50:34,7897
364,104,4,2024-10-09 23:48:22,2024-10-10 00:18:22,1268
365,105,17,2024-11-17 05:46:02,2024-11-17 06:46:02,2613
366,105,15,2025-01-19 10:43:26,2025-01-19 11:31:26,2350
367,105,5,2024-08-31 22:33:05,2024-08-31 22:46:05,2184
368,105,19,2025-04-18 01:08:46,2025-04-18 01:41:46,8905
369,105,13,2024-09-22 06:22:47,2024-09-22 06:39:47,1784
370,106,18,2024-07-19 16:19:21,2024-07-19 16:37:21,606
371,106,10,2024-08-26 00:38:40,2024-08-26 01:12:40,616
372,106,12,2025-03-30 02:07:19,2025-03-30 02:29:19,3553
373,106,17,2024-12-10 17:44:38,2024-12-10 18:04:38,414
374,107,8,2024-12-30 06:15:45,2024-12-30 07:11:45,376
375,107,14,2025-04-25 23:47:51,2025-04-26 00:46:51,3155
376,107,16,2024-05-11 04:25:29,2024-05-11 04:56:29,846
377,108,11,2025-01-18 15:38:49,2025-01-18 16:02:49,905
378,108,21,2025-02-07 20:33:43,2025-02-07 20:47:43,897
379,108,3,2024-07-15 11:46:06,2024-07-15 12:00:06,675
380,108,2,2025-02-06 23:11:39,2025-02-06 23:56:39,4692
381,109,5,2025-02-21 02:36:19,2025-02-21 03:34:19,2044
382,109,16,2024-05-08 11:10:41,2024-05-08 11:22:41,1989
383,109,19,2025-04-05 21:02:37,2025-04-05 21:28:37,1361
384,109,20,2024-09-25 12:48:57,2024-09-25 13:11:57,7111
385,109,6,2025-03-01 05:45:03,2025-03-01 05:55:03,763
386,110,5,2024-08-16 11:21:20,2024-08-16 11:49:20,1459
387,110,12,2024-07-12 09:36:32,2024-07-12 10:21:32,6882
388,110,6,2024-08-25 15:46:25,2024-08-25 16:44:25,1035
389,111,13,2024-09-19 18:38:14,2024-09-19 19:19:14,416
390,111,3,2024-07-18 22:38:22,2024-07-18 23:05:22,1004
391,111,9,2024-07-11 09:10:55,2024-07-11 09:43:55,588
392,111,7,2024-05-20 13:49:37,2024-05-20 14:28:37,1152
393,111,14,2024-06-04 06:24:24,2024-06-04 07:20:24,3972
394,112,10,2025-03-02 22:33:55,2025-03-02 22:54:55,2147
395,112,3,2024-10-19 06:58:14,2024-10-19 07:17:14,2560
396,112,13,2024-08-26 02:57:19,2024-08-26 03:02:19,1313
397,112,7,2025-03-23 00:46:38,2025-03-23 01:22:38,1009
398,112,2,2024-12-04 04:10:32,2024-12-04 04:59:32,8736
399,113,15,2024-06-30 23:25:42,2024-06-30 23:49:42,2411
400,113,10,2024-09-19 00:58:27,2024-09-19 01:05:27,389
401,114,22,2025-01-01 16:39:55,2025-01-01 17:02:55,818
402,114,6,2024-12-26 01:58:18,2024-12-26 02:32:18,6007
